Index,Left offset,Top offset,Right offset,Bottom offset,Index of palm class
107128,20785,22210,20898,22323,3
107129,20695,22253,20808,22366,3
107130,20682,22160,20807,22285,6
107131,20777,22099,20890,22213,3
107132,20904,22062,21004,22163,3
107133,20904,21950,21004,22051,3
107134,20785,22000,20898,22113,3
107135,20691,22050,20804,22163,3
107136,20604,22112,20704,22213,3
107137,20486,22158,20599,22271,3
107138,20587,22211,20699,22324,3
107139,20493,22260,20605,22374,3
107140,20495,22394,20582,22482,3
107141,20585,22324,20698,22438,3
107142,20577,22435,20690,22548,3
107143,20485,22491,20597,22604,3
107144,20488,22606,20588,22707,3
107145,20580,22555,20692,22668,3
107146,20573,22669,20685,22783,3
107147,20487,22724,20599,22837,3
107148,20484,22838,20597,22952,3
107149,20574,22787,20687,22900,3
107150,20581,22882,20693,22996,3
107151,20480,22947,20580,23048,3
107152,20471,23057,20583,23170,3
107153,20571,23001,20684,23114,3
107154,20569,23120,20681,23233,3
107155,20469,23170,20582,23283,3
107156,20470,23294,20583,23407,3
107157,20564,23225,20677,23338,3
107158,20367,23338,20480,23451,3
107159,20374,23226,20486,23339,3
107160,20275,23274,20387,23387,3
107161,20185,23348,20285,23449,3
107162,20083,23282,20195,23395,3
107163,20182,23228,20294,23342,3
107164,20276,23178,20389,23291,3
107165,20371,23115,20484,23229,3
107166,20382,22994,20495,23107,3
107167,20285,23053,20398,23166,3
107168,20189,23105,20301,23218,3
107169,20084,23166,20197,23279,3
107170,20086,23056,20198,23170,3
107171,20178,23001,20291,23114,3
107172,20283,22945,20395,23058,3
107173,20395,22885,20495,22985,3
107174,20388,22769,20500,22882,3
107175,20288,22840,20401,22953,3
107176,20186,22887,20299,23001,3
107177,20091,22934,20203,23047,3
107178,20098,22846,20210,22959,3
107179,20192,22777,20304,22890,3
107180,20287,22714,20400,22828,3
107181,20386,22660,20499,22773,3
107182,20387,22540,20499,22653,3
107183,20287,22606,20400,22720,3
107184,20200,22676,20312,22789,3
107185,20098,22726,20210,22839,3
107186,20095,22606,20208,22719,3
107187,20188,22546,20301,22660,3
107188,20289,22488,20401,22601,3
107189,20388,22437,20500,22551,3
107190,20395,22319,20507,22432,3
107191,20298,22383,20411,22496,3
107192,20205,22449,20305,22549,3
107193,20102,22496,20215,22609,3
107194,20102,22386,20215,22500,3
107195,20218,22346,20318,22447,3
107196,20320,22289,20407,22377,3
107197,20396,22208,20509,22321,3
107198,20401,22100,20501,22201,3
107199,20304,22155,20416,22268,3
107200,20203,22216,20315,22329,3
107201,20102,22268,20215,22381,3
107202,20106,22165,20219,22279,3
107203,20204,22109,20317,22223,3
107204,20296,22051,20421,22177,3
107205,20402,21986,20527,22112,3
107206,20398,21878,20510,21991,3
107207,20308,21936,20420,22050,3
107208,20210,21987,20322,22100,3
107209,20107,22048,20219,22161,3
107210,20103,21937,20215,22051,3
107211,20214,21879,20326,21992,3
107212,20307,21819,20419,21932,3
107213,20404,21758,20529,21884,3
107214,20421,21675,20533,21789,3
107215,20308,21709,20421,21822,3
107216,20219,21772,20332,21886,3
107217,20119,21812,20231,21926,3
107218,20125,21708,20238,21822,3
107219,20222,21652,20322,21753,3
107220,20316,21593,20429,21706,3
107221,20411,21558,20524,21671,3
107222,20413,21440,20525,21553,3
107223,20327,21478,20439,21591,3
107224,20230,21529,20343,21642,3
107225,20128,21599,20228,21699,3
107226,20123,21492,20223,21593,3
107227,20221,21434,20334,21547,3
107228,20331,21372,20443,21485,3
107229,20426,21320,20539,21433,3
107230,20424,21203,20536,21316,3
107231,20330,21253,20442,21366,3
107232,20232,21308,20344,21421,3
107233,20140,21371,20240,21472,3
107234,20130,21263,20242,21377,3
107235,20229,21218,20329,21319,3
107236,20322,21144,20434,21257,3
107237,20428,21101,20540,21215,3
107238,20522,21200,20634,21313,3
107239,20528,21093,20641,21207,3
107240,20521,20979,20633,21092,3
107241,20430,21005,20530,21106,3
107242,20332,21033,20432,21134,3
107243,20239,21094,20351,21208,3
107244,20231,20975,20343,21088,3
107245,20329,20916,20441,21029,3
107246,20427,20879,20539,20992,3
107247,20538,20864,20638,20965,3
107248,20543,20740,20643,20841,3
107249,20432,20762,20545,20875,3
107250,20341,20797,20453,20911,3
107251,20239,20865,20351,20979,3
107252,20236,20748,20349,20861,3
107253,20341,20688,20453,20801,3
107254,20448,20655,20548,20755,3
107255,20536,20640,20636,20741,3
107256,20541,20523,20641,20624,3
107257,20434,20536,20546,20650,3
107258,20340,20584,20452,20698,3
107259,20236,20631,20349,20744,3
107260,20243,20518,20356,20631,3
107261,20342,20468,20455,20582,3
107262,20443,20422,20556,20535,3
107263,20562,20422,20637,20498,3
107264,20553,20302,20653,20402,3
107265,20443,20311,20556,20425,3
107266,20365,20356,20465,20457,3
107267,20250,20411,20362,20524,3
107268,20253,20292,20365,20406,3
107269,20348,20242,20461,20355,3
107270,20443,20201,20556,20314,3
107271,20535,20180,20647,20293,3
107272,20553,20067,20653,20168,3
107273,20445,20073,20557,20186,3
107274,20351,20111,20463,20225,3
107275,20256,20179,20356,20280,3
107276,20257,20070,20357,20170,3
107277,20344,20008,20457,20121,3
107278,20446,19958,20559,20072,3
107279,20535,19942,20647,20056,3
107280,20551,19837,20663,19950,3
107281,20450,19857,20563,19970,3
107282,20360,19898,20473,20012,3
107283,20244,19962,20356,20075,3
107284,20265,19854,20378,19967,3
107285,20352,19798,20465,19912,3
107286,20466,19749,20566,19849,3
107287,20552,19715,20665,19828,3
107288,20563,19614,20663,19715,3
107289,20457,19635,20570,19748,3
107290,20374,19683,20486,19796,3
107291,20251,19733,20363,19846,3
107292,20272,19617,20384,19730,3
107293,20166,20144,20266,20245,6
107294,20165,19673,20277,19786,3
107295,20063,19734,20175,19847,3
107296,19973,19779,20085,19893,3
107297,19869,19836,19982,19950,3
107298,19864,19737,19977,19850,3
107299,19968,19670,20080,19783,3
107300,20066,19614,20178,19727,3
107301,19883,19630,19983,19730,3
107302,19859,19944,19971,20058,3
107303,19961,19895,20073,20008,3
107304,20065,19835,20178,19949,3
107305,20159,19785,20272,19898,3
107306,20164,19897,20277,20010,3
107307,20065,19963,20165,20064,3
107308,19962,20011,20074,20124,3
107309,19860,20070,19972,20183,3
107310,19869,20170,19969,20271,3
107311,19947,20114,20060,20227,3
107312,20056,20070,20168,20183,3
107313,20164,20026,20264,20126,3
107314,20060,20179,20172,20292,3
107315,19955,20234,20055,20335,3
107316,19848,20288,19960,20401,3
107317,19866,20408,19966,20508,3
107318,19949,20343,20074,20469,3
107319,20056,20291,20168,20404,3
107320,20156,20241,20256,20342,3
107321,20154,20364,20254,20465,3
107322,20049,20407,20161,20520,3
107323,19968,20456,20080,20569,3
107324,19858,20516,19971,20629,3
107325,19854,20630,19966,20744,3
107326,19945,20580,20058,20693,3
107327,20054,20517,20166,20631,3
107328,20148,20463,20248,20563,3
107329,20140,20577,20252,20691,3
107330,20046,20632,20158,20745,3
107331,19951,20684,20063,20797,3
107332,19848,20750,19948,20851,3
107333,19839,20856,19952,20969,3
107334,19938,20806,20051,20920,3
107335,20046,20745,20158,20858,3
107336,20148,20684,20260,20797,3
107337,20149,20801,20249,20902,3
107338,20040,20857,20153,20970,3
107339,19953,20921,20053,21021,3
107340,19840,20979,19940,21080,3
107341,19844,21085,19957,21198,3
107342,19935,21031,20035,21132,3
107343,20038,20972,20150,21085,3
107344,20130,20926,20243,21040,3
107345,20144,21030,20244,21131,3
107346,20045,21078,20145,21178,3
107347,19931,21151,20044,21265,3
107348,19843,21201,19955,21314,3
107349,19844,21310,19956,21423,3
107350,19937,21255,20049,21368,3
107351,20046,21198,20146,21298,3
107352,20136,21147,20236,21248,3
107353,20052,21316,20140,21404,3
107354,19939,21375,20052,21488,3
107355,19841,21439,19941,21539,3
107356,19841,21553,19941,21654,3
107357,19935,21484,20048,21598,3
107358,20032,21429,20144,21542,3
107359,20030,21535,20143,21648,3
107360,19936,21588,20049,21702,3
107361,19829,21641,19942,21755,3
107362,19825,21756,19937,21869,3
107363,19923,21704,20035,21817,3
107364,20016,21643,20128,21756,3
107365,20017,21759,20129,21872,3
107366,19925,21824,20038,21937,3
107367,19824,21865,19936,21978,3
107368,19842,21997,19942,22097,3
107369,19916,21940,20029,22053,3
107370,20018,21873,20131,21987,3
107371,20015,21983,20128,22096,3
107372,19921,22045,20034,22158,3
107373,19821,22090,19933,22204,3
107374,19826,22205,19938,22318,3
107375,19913,22158,20026,22272,3
107376,20002,22101,20114,22214,3
107377,19998,22201,20110,22314,3
107378,19916,22268,20028,22381,3
107379,19816,22318,19929,22431,3
107380,19814,22426,19926,22539,3
107381,19905,22377,20018,22490,3
107382,20003,22322,20116,22436,3
107383,19998,22432,20110,22545,3
107384,19908,22487,20020,22601,3
107385,19811,22550,19923,22663,3
107386,19807,22664,19919,22778,3
107387,19899,22607,20012,22721,3
107388,20000,22550,20113,22663,3
107389,20005,22657,20118,22770,3
107390,19905,22702,20017,22815,3
107391,19810,22779,19910,22879,3
107392,19806,22897,19906,22998,3
107393,19899,22843,20012,22956,3
107394,20000,22782,20112,22895,3
107395,20010,22894,20123,23007,3
107396,19895,22947,20008,23060,3
107397,19798,22998,19898,23099,3
107398,19789,23105,19902,23219,3
107399,19884,23047,19997,23160,3
107400,20002,22998,20115,23111,3
107401,19989,23103,20101,23216,3
107402,19890,23177,20002,23291,3
107403,19794,23211,19907,23324,3
107404,19806,23334,19906,23435,3
107405,19893,23294,19993,23395,3
107406,19991,23222,20104,23335,3
107407,19981,23341,20093,23455,3
107408,19714,23258,19814,23359,3
107409,19601,23313,19713,23426,3
107410,19503,23373,19615,23486,3
107411,19408,23307,19520,23421,3
107412,19506,23268,19618,23381,3
107413,19593,23225,19706,23338,3
107414,19703,23167,19815,23280,3
107415,19706,23039,19818,23152,3
107416,19606,23095,19719,23208,3
107417,19510,23141,19622,23254,3
107418,19406,23198,19506,23299,3
107419,19411,23085,19523,23198,3
107420,19513,23028,19625,23141,3
107421,19609,22993,19722,23107,3
107422,19705,22939,19817,23052,3
107423,19715,22826,19828,22939,3
107424,19617,22861,19730,22975,3
107425,19519,22915,19632,23028,3
107426,19416,22970,19529,23084,3
107427,19416,22872,19529,22985,3
107428,19514,22807,19627,22920,3
107429,19615,22759,19727,22872,3
107430,19709,22712,19821,22826,3
107431,19713,22592,19825,22706,3
107432,19611,22640,19723,22754,3
107433,19510,22689,19623,22803,3
107434,19419,22747,19531,22860,3
107435,19431,22630,19531,22731,3
107436,19518,22571,19631,22684,3
107437,19619,22531,19731,22644,3
107438,19714,22490,19827,22603,3
107439,19718,22375,19818,22476,3
107440,19622,22397,19734,22510,3
107441,19525,22467,19638,22580,3
107442,19439,22525,19539,22626,3
107443,19431,22416,19531,22517,3
107444,19519,22364,19631,22478,3
107445,19626,22289,19738,22402,3
107446,19717,22261,19830,22374,3
107447,19728,22149,19840,22262,3
107448,19637,22194,19749,22307,3
107449,19537,22243,19650,22356,3
107450,19434,22299,19546,22412,3
107451,19431,22182,19544,22295,3
107452,19532,22129,19645,22242,3
107453,19622,22083,19735,22197,3
107454,19727,22034,19839,22148,3
107455,19728,21926,19841,22040,3
107456,19631,21966,19731,22067,3
107457,19536,22018,19649,22131,3
107458,19444,22067,19544,22168,3
107459,19442,21971,19542,22072,3
107460,19542,21912,19654,22025,3
107461,19619,21877,19744,22003,3
107462,19736,21807,19849,21920,3
107463,19741,21705,19841,21806,3
107464,19642,21736,19755,21849,3
107465,19530,21794,19642,21908,3
107466,19443,21858,19543,21958,3
107467,19443,21734,19555,21848,3
107468,19541,21685,19653,21798,3
107469,19628,21636,19740,21749,3
107470,19743,21584,19856,21697,3
107471,19746,21464,19846,21564,3
107472,19644,21524,19744,21624,3
107473,19542,21580,19654,21693,3
107474,19433,21616,19546,21729,3
107475,19453,21522,19553,21623,3
107476,19541,21465,19653,21579,3
107477,19652,21408,19764,21521,3
107478,19746,21363,19846,21463,3
107479,19747,21242,19860,21355,3
107480,19644,21290,19757,21403,3
107481,19553,21337,19665,21451,3
107482,19452,21401,19565,21514,3
107483,19452,21293,19552,21394,3
107484,19561,21226,19661,21327,3
107485,19639,21191,19751,21304,3
107486,19752,21135,19852,21235,3
107487,19740,21007,19852,21121,3
107488,19650,21086,19762,21199,3
107489,19544,21118,19656,21231,3
107490,19462,21182,19550,21270,3
107491,19457,21090,19557,21191,3
107492,19553,21006,19666,21119,3
107493,19659,20962,19759,21062,3
107494,19751,20914,19851,21014,3
107495,19748,20790,19860,20903,3
107496,19654,20843,19766,20957,3
107497,19564,20882,19676,20995,3
107498,19470,20947,19569,21047,3
107499,19478,20840,19578,20941,3
107500,19568,20778,19680,20891,3
107501,19667,20725,19780,20838,3
107502,19758,20687,19858,20788,3
107503,19757,20564,19870,20677,3
107504,19670,20614,19783,20727,3
107505,19565,20674,19678,20787,3
107506,19454,20721,19567,20834,3
107507,19465,20607,19577,20721,3
107508,19548,20545,19661,20658,3
107509,19666,20505,19779,20618,3
107510,19760,20458,19873,20572,3
107511,19755,20340,19868,20453,3
107512,19670,20390,19783,20504,3
107513,19562,20429,19674,20542,3
107514,19466,20501,19579,20614,3
107515,19464,20388,19576,20501,3
107516,19566,20337,19678,20450,3
107517,19676,20281,19788,20394,3
107518,19759,20228,19872,20341,3
107519,19774,20113,19886,20227,3
107520,19676,20148,19788,20261,3
107521,19575,20217,19688,20330,3
107522,19475,20270,19587,20384,3
107523,19464,20158,19577,20272,3
107524,19565,20105,19677,20218,3
107525,19672,20070,19772,20171,3
107526,19761,20002,19873,20115,3
107527,19771,19888,19884,20002,3
107528,19673,19935,19786,20048,3
107529,19578,19984,19691,20097,3
107530,19471,20036,19583,20149,3
107531,19475,19925,19587,20039,3
107532,19574,19888,19687,20001,3
107533,19676,19827,19789,19940,3
107534,19769,19780,19881,19894,3
107535,19786,19680,19886,19781,3
107536,19676,19740,19789,19854,3
107537,19576,19776,19688,19889,3
107538,19484,19819,19597,19932,3
107539,19486,19709,19598,19823,3
107540,19580,19668,19692,19782,3
107541,19687,19631,19800,19744,3
107542,19489,19629,19577,19717,3
107543,19387,19659,19499,19772,3
107544,19292,19710,19392,19811,3
107545,19201,19767,19301,19868,3
107546,19087,19812,19200,19925,3
107547,19192,19663,19305,19776,3
107548,19087,19897,19200,20010,3
107549,19196,19869,19308,19982,3
107550,19287,19812,19400,19925,3
107551,19381,19755,19494,19868,3
107552,19377,19881,19490,19994,3
107553,19286,19929,19398,20042,3
107554,19188,19982,19300,20095,3
107555,19092,20026,19205,20139,3
107556,19091,20146,19203,20259,3
107557,19184,20089,19296,20202,3
107558,19291,20042,19403,20156,3
107559,19386,19992,19499,20105,3
107560,19379,20096,19492,20209,3
107561,19281,20152,19394,20265,3
107562,19196,20203,19284,20291,3
107563,19084,20262,19197,20375,3
107564,19083,20376,19195,20490,3
107565,19177,20319,19289,20433,3
107566,19283,20263,19395,20377,3
107567,19378,20209,19491,20322,3
107568,19381,20323,19469,20411,3
107569,19279,20390,19391,20503,3
107570,19179,20423,19292,20536,3
107571,19095,20485,19195,20586,3
107572,19077,20588,19190,20701,3
107573,19174,20542,19286,20655,3
107574,19273,20504,19373,20605,3
107575,19369,20451,19469,20552,3
107576,19370,20546,19482,20659,3
107577,19273,20608,19373,20709,3
107578,19171,20655,19284,20768,3
107579,19082,20716,19182,20816,3
107580,19072,20816,19184,20929,3
107581,19168,20767,19281,20880,3
107582,19280,20728,19380,20829,3
107583,19371,20668,19471,20769,3
107584,19367,20772,19479,20886,3
107585,19266,20823,19379,20936,3
107586,19164,20876,19277,20989,3
107587,19078,20936,19191,21049,3
107588,19074,21048,19187,21161,3
107589,19149,20991,19274,21117,3
107590,19270,20934,19370,21035,3
107591,19369,20893,19469,20994,3
107592,19358,21002,19458,21103,3
107593,19276,21061,19376,21162,3
107594,19160,21108,19273,21221,3
107595,19070,21161,19170,21261,3
107596,19073,21290,19173,21391,3
107597,19158,21234,19258,21335,3
107598,19271,21168,19371,21268,3
107599,19359,21120,19459,21220,3
107600,19358,21229,19458,21330,3
107601,19259,21273,19372,21386,3
107602,19170,21331,19270,21432,3
107603,19060,21390,19160,21490,3
107604,19067,21500,19167,21601,3
107605,19161,21449,19261,21549,3
107606,19254,21394,19366,21508,3
107607,19365,21350,19465,21451,3
107608,19360,21459,19460,21560,3
107609,19261,21508,19374,21621,3
107610,19144,21559,19256,21673,3
107611,19057,21620,19157,21721,3
107612,19046,21726,19158,21839,3
107613,19159,21678,19272,21791,3
107614,19261,21628,19361,21729,3
107615,19358,21574,19458,21675,3
107616,19347,21678,19447,21778,3
107617,19261,21732,19361,21833,3
107618,19158,21781,19270,21894,3
107619,19056,21841,19156,21942,3
107620,19049,21959,19149,22059,3
107621,19152,21900,19252,22001,3
107622,19239,21842,19351,21955,3
107623,19349,21795,19461,21909,3
107624,19340,21905,19453,22018,3
107625,19244,21951,19356,22064,3
107626,19147,22016,19260,22130,3
107627,19051,22068,19151,22168,3
107628,19045,22188,19145,22288,3
107629,19147,22128,19259,22241,3
107630,19241,22076,19354,22190,3
107631,19352,22026,19452,22126,3
107632,19340,22122,19453,22235,3
107633,19237,22174,19349,22287,3
107634,19140,22237,19253,22351,3
107635,19046,22296,19146,22396,3
107636,19025,22399,19137,22512,3
107637,19149,22358,19249,22459,3
107638,19233,22287,19345,22400,3
107639,19331,22246,19443,22359,3
107640,19332,22348,19445,22461,3
107641,19230,22405,19343,22519,3
107642,19143,22463,19255,22576,3
107643,19038,22512,19151,22625,3
107644,19035,22625,19148,22738,3
107645,19141,22576,19254,22689,3
107646,19227,22519,19340,22632,3
107647,19331,22481,19443,22595,3
107648,19326,22577,19439,22691,3
107649,19223,22628,19336,22741,3
107650,19125,22684,19238,22797,3
107651,19026,22746,19138,22859,3
107652,19028,22847,19141,22961,3
107653,19121,22804,19234,22917,3
107654,19228,22742,19341,22856,3
107655,19324,22685,19436,22799,3
107656,19321,22802,19433,22916,3
107657,19220,22857,19333,22970,3
107658,19126,22918,19239,23031,3
107659,19029,22966,19129,23066,3
107660,19022,23073,19134,23186,3
107661,19121,23019,19233,23133,3
107662,19215,22970,19327,23083,3
107663,19313,22916,19425,23029,3
107664,19327,23033,19440,23146,3
107665,19208,23090,19321,23203,3
107666,19126,23134,19239,23247,3
107667,19023,23187,19135,23300,3
107668,19021,23308,19121,23409,3
107669,19109,23254,19221,23367,3
107670,19224,23188,19324,23289,3
107671,19311,23147,19424,23261,3
107672,19309,23251,19409,23352,3
107673,19207,23303,19319,23416,3
107674,19125,23373,19225,23474,3
107675,19307,23366,19420,23479,3
107676,18916,23369,19016,23470,3
107677,18724,23362,18824,23463,3
107678,18821,23296,18934,23409,3
107679,18914,23248,19027,23362,3
107680,18913,23162,19025,23275,3
107681,18822,23188,18934,23301,3
107682,18726,23228,18839,23341,3
107683,18630,23295,18742,23408,3
107684,18626,23185,18738,23299,3
107685,18710,23130,18823,23243,3
107686,18807,23071,18920,23184,3
107687,18923,23032,19023,23133,3
107688,18908,22909,19033,23035,3
107689,18826,22959,18938,23072,3
107690,18725,23011,18838,23124,3
107691,18635,23061,18748,23175,3
107692,18630,22948,18742,23061,3
107693,18728,22907,18840,23020,3
107694,18819,22858,18932,22971,3
107695,18927,22803,19039,22917,3
107696,18923,22689,19035,22802,3
107697,18837,22722,18962,22848,3
107698,18743,22797,18855,22910,3
107699,18633,22840,18745,22954,3
107700,18635,22738,18748,22851,3
107701,18736,22678,18849,22791,3
107702,18833,22617,18945,22730,3
107703,18937,22577,19050,22690,3
107704,18941,22464,19054,22577,3
107705,18832,22506,18944,22619,3
107706,18744,22570,18857,22683,3
107707,18634,22623,18747,22736,3
107708,18645,22511,18745,22612,3
107709,18743,22454,18855,22567,3
107710,18836,22390,18948,22504,3
107711,18947,22325,19059,22438,3
107712,18942,22232,19054,22345,3
107713,18840,22282,18952,22396,3
107714,18738,22349,18850,22462,3
107715,18637,22404,18737,22505,3
107716,18531,23350,18631,23451,3
107717,18529,23233,18642,23346,3
107718,18543,23124,18643,23224,3
107719,18544,23016,18644,23116,3
107720,18541,22899,18654,23012,3
107721,18544,22791,18644,22891,3
107722,18539,22676,18651,22790,3
107723,18549,22564,18649,22665,3
107724,18551,22443,18651,22544,3
107725,18539,22334,18652,22447,3
107726,18655,22283,18755,22384,3
107727,18751,22221,18864,22334,3
107728,18848,22172,18960,22285,3
107729,18947,22109,19060,22223,3
107730,18949,22004,19061,22117,3
107731,18841,22057,18954,22171,3
107732,18751,22121,18851,22221,3
107733,18648,22180,18761,22293,3
107734,18543,22215,18656,22329,3
107735,18551,22106,18664,22220,3
107736,18652,22056,18765,22169,3
107737,18754,22007,18867,22120,3
107738,18838,21949,18950,22063,3
107739,18951,21886,19064,21999,3
107740,18963,21778,19076,21891,3
107741,18854,21832,18966,21945,3
107742,18748,21884,18860,21997,3
107743,18657,21953,18757,22053,3
107744,18564,21990,18676,22104,3
107745,18567,21877,18667,21977,3
107746,18660,21829,18773,21943,3
107747,18757,21767,18869,21880,3
107748,18869,21728,18969,21829,3
107749,18971,21657,19071,21758,3
107750,18968,21561,19080,21674,3
107751,18879,21601,18979,21702,3
107752,18753,21662,18866,21775,3
107753,18666,21713,18778,21827,3
107754,18565,21772,18678,21885,3
107755,18567,21653,18679,21767,3
107756,18674,21610,18786,21723,3
107757,18763,21550,18875,21663,3
107758,18875,21498,18988,21611,3
107759,18971,21450,19071,21550,3
107760,18967,21319,19079,21433,3
107761,18866,21383,18978,21497,3
107762,18750,21437,18875,21563,3
107763,18680,21493,18780,21594,3
107764,18564,21536,18677,21649,3
107765,18569,21426,18682,21539,3
107766,18670,21391,18770,21491,3
107767,18760,21334,18873,21447,3
107768,18870,21265,18983,21378,3
107769,18963,21208,19075,21321,3
107770,18972,21101,19072,21201,3
107771,18875,21149,18988,21262,3
107772,18764,21207,18877,21321,3
107773,18676,21269,18776,21370,3
107774,18575,21311,18687,21424,3
107775,18580,21198,18693,21311,3
107776,18681,21168,18781,21269,3
107777,18779,21099,18891,21213,3
107778,18872,21044,18984,21157,3
107779,18977,20995,19077,21096,3
107780,18978,20875,19090,20988,3
107781,18877,20924,18990,21037,3
107782,18779,20997,18891,21110,3
107783,18679,21052,18766,21140,3
107784,18573,21100,18673,21201,3
107785,18578,20975,18678,21076,3
107786,18683,20941,18771,21029,3
107787,18779,20876,18892,20989,3
107788,18882,20809,18995,20922,3
107789,18991,20761,19091,20862,3
107790,18985,20636,19085,20736,3
107791,18887,20710,18987,20811,3
107792,18794,20780,18869,20855,3
107793,18674,20821,18774,20921,3
107794,18574,20859,18674,20960,3
107795,18591,20744,18704,20857,3
107796,18680,20712,18793,20825,3
107797,18793,20648,18905,20761,3
107798,18880,20593,18993,20707,3
107799,19001,20550,19089,20638,3
107800,18991,20425,19091,20526,3
107801,18894,20498,18994,20599,3
107802,18791,20532,18904,20645,3
107803,18696,20589,18796,20689,3
107804,18585,20650,18697,20764,3
107805,18586,20520,18699,20633,3
107806,18703,20490,18791,20578,3
107807,18798,20429,18898,20530,3
107808,18907,20390,18982,20465,3
107809,18992,20311,19092,20411,3
107810,18997,20232,19097,20333,3
107811,18884,20256,18997,20370,3
107812,18798,20316,18898,20416,3
107813,18705,20377,18805,20478,3
107814,18606,20404,18706,20504,3
107815,18605,20318,18705,20419,3
107816,18699,20250,18799,20351,3
107817,18790,20202,18903,20315,3
107818,18892,20134,19005,20247,3
107819,18990,20089,19103,20202,3
107820,18999,19976,19099,20077,3
107821,18908,20029,19021,20142,3
107822,18797,20086,18910,20199,3
107823,18703,20143,18803,20243,3
107824,18604,20185,18716,20299,3
107825,18707,20031,18807,20131,3
107826,18806,19980,18893,20068,3
107827,18901,19915,19013,20029,3
107828,18995,19863,19107,19977,3
107829,19015,19669,19090,19745,3
107830,18727,19620,18827,19721,3
107831,18608,19611,18721,19725,3
107832,18500,19661,18625,19787,3
107833,18493,19754,18606,19867,3
107834,18416,19820,18516,19920,3
107835,18310,19871,18423,19984,3
107836,18323,19762,18423,19863,3
107837,18413,19707,18525,19820,3
107838,18424,19609,18524,19710,3
107839,18334,19650,18447,19763,3
107840,18318,20489,18406,20577,3
107841,18227,20044,18339,20157,3
107842,18218,19925,18330,20038,3
107843,18227,19796,18340,19909,3
107844,18227,19711,18340,19824,3
107845,18234,19614,18334,19715,3
107846,18418,20316,18505,20404,3
107847,18520,20262,18607,20350,3
107848,18497,20352,18609,20465,3
107849,18410,20413,18523,20526,3
107850,18495,20466,18608,20580,3
107851,18389,20522,18502,20635,3
107852,18308,20580,18408,20681,3
107853,18286,20668,18411,20793,3
107854,18394,20634,18507,20747,3
107855,18493,20585,18593,20685,3
107856,18134,19648,18234,19748,3
107857,18128,19748,18240,19861,3
107858,18133,19865,18246,19978,3
107859,18124,19986,18236,20100,3
107860,18124,20100,18236,20213,3
107861,18135,20221,18222,20310,3
107862,18209,20517,18322,20630,3
107863,18207,20634,18307,20734,3
107864,18207,20745,18307,20846,3
107865,18203,20878,18290,20966,3
107866,18294,20802,18406,20915,3
107867,18394,20755,18507,20869,3
107868,18495,20688,18607,20801,3
107869,18491,20807,18603,20921,3
107870,18379,20869,18492,20982,3
107871,18289,20913,18389,21014,3
107872,18209,20979,18297,21068,3
107873,18183,21084,18296,21197,3
107874,18289,21037,18389,21138,3
107875,18377,20984,18489,21098,3
107876,18494,20928,18594,21029,3
107877,18491,21036,18591,21137,3
107878,18377,21081,18502,21207,3
107879,18271,21121,18396,21246,3
107880,18195,21188,18308,21301,3
107881,18192,21301,18292,21402,3
107882,18290,21253,18390,21354,3
107883,18382,21219,18494,21332,3
107884,18503,21125,18590,21213,3
107885,18487,21259,18587,21359,3
107886,18370,21305,18482,21419,3
107887,18277,21363,18390,21476,3
107888,18194,21416,18306,21529,3
107889,18183,21544,18295,21657,3
107890,18287,21478,18387,21579,3
107891,18374,21425,18486,21539,3
107892,18478,21372,18591,21485,3
107893,18476,21484,18576,21584,3
107894,18373,21553,18473,21654,3
107895,18274,21603,18374,21704,3
107896,18184,21653,18297,21766,3
107897,18183,21764,18295,21877,3
107898,18276,21702,18376,21803,3
107899,18367,21640,18479,21753,3
107900,18473,21595,18585,21708,3
107901,18459,21705,18572,21818,3
107902,18359,21774,18471,21888,3
107903,18274,21823,18374,21924,3
107904,18167,21875,18279,21989,3
107905,18170,21981,18283,22094,3
107906,18275,21939,18375,22040,3
107907,18361,21878,18474,21992,3
107908,18461,21837,18561,21937,3
107909,18464,21929,18577,22042,3
107910,18352,21993,18464,22106,3
107911,18272,22045,18385,22158,3
107912,18182,22100,18282,22201,3
107913,18172,22207,18284,22320,3
107914,18263,22168,18363,22269,3
107915,18352,22105,18464,22218,3
107916,18459,22048,18571,22161,3
107917,18446,22153,18558,22266,3
107918,18354,22207,18467,22321,3
107919,18264,22273,18364,22374,3
107920,18159,22331,18259,22431,3
107921,18172,22436,18272,22536,3
107922,18249,22384,18362,22498,3
107923,18342,22329,18455,22442,3
107924,18444,22279,18557,22393,3
107925,18449,22390,18562,22503,3
107926,18346,22440,18458,22554,3
107927,18244,22504,18357,22617,3
107928,18158,22545,18270,22659,3
107929,18154,22656,18266,22769,3
107930,18254,22616,18354,22716,3
107931,18355,22547,18468,22660,3
107932,18446,22506,18559,22619,3
107933,18436,22615,18548,22728,3
107934,18347,22672,18460,22785,3
107935,18245,22715,18358,22828,3
107936,18147,22768,18260,22881,3
107937,18156,22886,18269,23000,3
107938,18253,22828,18353,22928,3
107939,18332,22779,18445,22892,3
107940,18435,22735,18560,22861,3
107941,18436,22836,18548,22949,3
107942,18348,22889,18461,23003,3
107943,18237,22963,18337,23064,3
107944,18143,22997,18255,23110,3
107945,18143,23113,18255,23226,3
107946,18255,23076,18342,23164,3
107947,18341,23007,18454,23120,3
107948,18434,22951,18547,23064,3
